Match,Team,Name,Overs,Maidens,Runs,Wickets,Economy,0s,4s,6s,WD,NB,id
Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Khaleel Ahmed,4,0,41,0,10.25,8,4,2,0,0,ipl_845
Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Vijay Shankar,3,0,42,1,14.00,4,2,3,4,0,ipl_845
Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Mohammad Nabi,1,0,21,0,21.00,1,2,2,0,0,ipl_845
Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Kartik Tyagi,4,0,32,1,8.00,13,3,2,1,0,ipl_845
Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Mustafizur Rahman,4,0,20,3,5.00,12,2,0,2,0,ipl_845
Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Chetan Sakariya,4,0,38,0,9.50,7,3,2,1,0,ipl_845
Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Chris Morris,4,0,29,3,7.25,8,3,0,3,0,ipl_845
Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Rahul Tewatia,4,0,45,1,11.25,2,2,3,0,0,ipl_845
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,Trent Boult,4,0,42,1,10.50,10,4,3,1,0,ipl_844
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,Dhawal Kulkarni,4,0,48,0,12.00,7,3,4,2,0,ipl_844
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,Jasprit Bumrah,4,0,56,1,14.00,5,4,4,2,1,ipl_844
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,Rahul Chahar,4,0,32,0,8.00,8,0,3,1,0,ipl_844
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,James Neesham,2,0,26,0,13.00,3,2,2,0,0,ipl_844
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,Kieron Pollard,2,0,12,2,6.00,4,1,0,1,0,ipl_844
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,Deepak Chahar,4,0,37,0,9.25,8,4,1,2,0,ipl_844
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,Sam Curran,4,0,34,3,8.50,11,3,2,1,0,ipl_844
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,Lungi Ngidi,4,0,62,0,15.50,3,5,5,0,0,ipl_844
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,Shardul Thakur,4,0,56,1,14.00,4,4,3,5,0,ipl_844
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,Ravindra Jadeja,3,0,29,1,9.66,5,0,3,0,0,ipl_844
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,Moeen Ali,1,0,1,1,1.00,5,0,0,0,0,ipl_844
Punjab Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Daniel Sams,4,0,24,1,6.00,11,1,1,2,0,ipl_843
Punjab Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Mohammed Siraj,3,0,24,0,8.00,7,2,1,1,0,ipl_843
Punjab Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Kyle Jamieson,3,0,32,2,10.66,7,5,1,1,0,ipl_843
Punjab Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Yuzvendra Chahal,4,0,34,1,8.50,9,1,3,0,0,ipl_843
Punjab Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Harshal Patel,4,0,53,0,13.25,5,6,3,0,0,ipl_843
Punjab Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Shahbaz Ahmed,2,0,11,1,5.50,2,0,0,0,0,ipl_843
Punjab Kings Vs Royal Challengers Bangalore,Punjab Kings,Riley Meredith,3.2,0,29,1,8.70,7,2,2,0,0,ipl_843
Punjab Kings Vs Royal Challengers Bangalore,Punjab Kings,Mohammed Shami,3.4,0,28,1,7.63,9,3,1,0,0,ipl_843
Punjab Kings Vs Royal Challengers Bangalore,Punjab Kings,Ravi Bishnoi,4,0,17,2,4.25,10,0,0,1,0,ipl_843
Punjab Kings Vs Royal Challengers Bangalore,Punjab Kings,Harpreet Brar,4,1,19,3,4.75,15,1,1,0,0,ipl_843
Punjab Kings Vs Royal Challengers Bangalore,Punjab Kings,Chris Jordan,4,0,31,1,7.75,9,3,1,1,0,ipl_843
Punjab Kings Vs Royal Challengers Bangalore,Punjab Kings,Deepak Hooda,1,0,13,0,13.00,1,1,1,0,0,ipl_843
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,Ishant Sharma,4,0,34,0,8.50,6,3,1,0,0,ipl_842
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,Kagiso Rabada,4,0,31,0,7.75,10,2,2,1,0,ipl_842
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,Axar Patel,4,0,32,2,8.00,11,1,3,0,0,ipl_842
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,Avesh Khan,4,0,31,1,7.75,8,3,1,0,0,ipl_842
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,Lalit Yadav,3,0,13,2,4.33,6,0,0,0,0,ipl_842
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,Marcus Stoinis,1,0,7,1,7.00,3,1,0,0,0,ipl_842
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,Shivam Mavi,1,0,25,0,25.00,0,6,0,1,0,ipl_842
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,Varun Chakravarthy,4,0,34,0,8.50,5,2,1,2,0,ipl_842
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,Prasidh Krishna,3.3,0,36,0,10.28,10,5,1,0,1,ipl_842
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,Sunil Narine,4,0,36,0,9.00,6,2,2,1,0,ipl_842
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,Pat Cummins,4,0,24,3,6.00,15,3,1,0,0,ipl_842
Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Trent Boult,4,0,37,1,9.25,7,4,1,0,0,ipl_841
Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Jasprit Bumrah,4,0,15,1,3.75,12,1,0,0,0,ipl_841
Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Jayant Yadav,3,0,37,0,12.33,3,1,3,3,0,ipl_841
Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Nathan Coulter-Nile,4,0,35,0,8.75,8,4,1,0,1,ipl_841
Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Rahul Chahar,4,0,33,2,8.25,7,2,2,0,0,ipl_841
Rajasthan Royals Vs Mumbai Indians,Mumbai Indians,Krunal Pandya,1,0,12,0,12.00,0,2,0,0,0,ipl_841
Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Chetan Sakariya,3,0,18,0,6.00,6,1,0,0,0,ipl_841
Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Jaydev Unadkat,4,0,33,0,8.25,7,3,1,0,0,ipl_841
Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Mustafizur Rahman,3.3,0,37,1,10.57,6,4,2,0,0,ipl_841
Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Chris Morris,4,0,33,2,8.25,9,2,2,0,0,ipl_841
Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Rahul Tewatia,3,0,30,0,10.00,4,3,1,1,0,ipl_841
Rajasthan Royals Vs Mumbai Indians,Rajasthan Royals,Shivam Dube,1,0,6,0,6.00,3,0,0,1,0,ipl_841
Sunrisers Hyderabad Vs Chennai Super Kings,Chennai Super Kings,Deepak Chahar,3,0,21,0,7.00,7,3,0,1,0,ipl_840
Sunrisers Hyderabad Vs Chennai Super Kings,Chennai Super Kings,Sam Curran,4,0,30,1,7.50,9,2,1,1,0,ipl_840
Sunrisers Hyderabad Vs Chennai Super Kings,Chennai Super Kings,Shardul Thakur,4,0,44,0,11.00,4,5,1,1,0,ipl_840
Sunrisers Hyderabad Vs Chennai Super Kings,Chennai Super Kings,Moeen Ali,2,0,16,0,8.00,3,0,1,0,0,ipl_840
Sunrisers Hyderabad Vs Chennai Super Kings,Chennai Super Kings,Lungi Ngidi,4,0,35,2,8.75,7,3,1,2,0,ipl_840
Sunrisers Hyderabad Vs Chennai Super Kings,Chennai Super Kings,Ravindra Jadeja,3,0,23,0,7.66,6,1,1,1,0,ipl_840
Sunrisers Hyderabad Vs Chennai Super Kings,Sunrisers Hyderabad,Sandeep Sharma,3.3,0,24,0,6.85,8,3,0,1,0,ipl_840
Sunrisers Hyderabad Vs Chennai Super Kings,Sunrisers Hyderabad,Khaleel Ahmed,4,0,36,0,9.00,7,5,0,1,0,ipl_840
Sunrisers Hyderabad Vs Chennai Super Kings,Sunrisers Hyderabad,Siddarth Kaul,4,0,32,0,8.00,8,4,0,0,0,ipl_840
Sunrisers Hyderabad Vs Chennai Super Kings,Sunrisers Hyderabad,Jagadeesha Suchith,3,0,45,0,15.00,2,7,1,0,0,ipl_840
Sunrisers Hyderabad Vs Chennai Super Kings,Sunrisers Hyderabad,Rashid Khan,4,0,36,3,9.00,7,6,0,1,0,ipl_840
Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Ishant Sharma,4,1,26,1,6.50,11,2,1,0,0,ipl_839
Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Kagiso Rabada,4,0,38,1,9.50,6,4,1,0,0,ipl_839
Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Avesh Khan,4,0,24,1,6.00,11,3,0,1,0,ipl_839
Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Amit Mishra,3,0,27,1,9.00,2,0,2,0,0,ipl_839
Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Axar Patel,4,0,33,1,8.25,5,0,2,0,0,ipl_839
Royal Challengers Bangalore Vs Delhi Capitals,Delhi Capitals,Marcus Stoinis,1,0,23,0,23.00,1,0,3,1,0,ipl_839
Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Daniel Sams,2,0,15,0,7.50,4,2,0,0,0,ipl_839
Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Mohammed Siraj,4,0,44,1,11.00,5,6,1,0,0,ipl_839
Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Kyle Jamieson,4,0,32,1,8.00,11,1,3,0,0,ipl_839
Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Washington Sundar,4,0,28,0,7.00,5,2,0,0,0,ipl_839
Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Harshal Patel,4,0,37,2,9.25,5,4,0,2,0,ipl_839
Royal Challengers Bangalore Vs Delhi Capitals,Royal Challengers Bangalore,Yuzvendra Chahal,2,0,10,0,5.00,5,1,0,0,0,ipl_839
Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Shivam Mavi,4,0,13,1,3.25,15,1,0,1,0,ipl_838
Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Pat Cummins,3,0,31,2,10.33,9,2,3,1,0,ipl_838
Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Sunil Narine,4,0,22,2,5.50,10,1,1,0,0,ipl_838
Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Prasidh Krishna,4,0,30,3,7.50,12,0,3,2,0,ipl_838
Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Andre Russell,1,0,2,0,2.00,4,0,0,0,0,ipl_838
Punjab Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Varun Chakravarthy,4,0,24,1,6.00,10,1,1,0,0,ipl_838
Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Moises Henriques,1,0,5,1,5.00,4,1,0,0,0,ipl_838
Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Mohammed Shami,4,0,25,1,6.25,17,4,1,1,0,ipl_838
Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Arshdeep Singh,2.4,0,27,1,10.12,5,5,0,0,0,ipl_838
Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Ravi Bishnoi,4,0,19,0,4.75,9,1,0,0,0,ipl_838
Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Chris Jordan,3,0,24,0,8.00,8,4,0,0,0,ipl_838
Punjab Kings Vs Kolkata Knight Riders,Punjab Kings,Deepak Hooda,2,0,20,1,10.00,3,2,1,0,0,ipl_838
Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Khaleel Ahmed,4,0,42,0,10.50,6,6,1,0,0,ipl_837
Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Abhishek Sharma,1,0,14,0,14.00,2,3,0,1,0,ipl_837
Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Siddarth Kaul,4,0,31,2,7.75,8,1,2,0,0,ipl_837
Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Jagadeesha Suchith,4,0,21,0,5.25,9,2,0,0,0,ipl_837
Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Vijay Shankar,3,0,19,0,6.33,7,1,0,1,1,ipl_837
Delhi Capitals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Rashid Khan,4,0,31,1,7.75,7,4,0,0,0,ipl_837
Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Kagiso Rabada,3,0,25,0,8.33,7,2,1,1,0,ipl_837
Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Ravichandran Ashwin,4,0,27,0,6.75,12,3,1,1,0,ipl_837
Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Marcus Stoinis,1,0,12,0,12.00,2,1,1,0,0,ipl_837
Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Axar Patel,4,0,26,2,6.50,11,2,1,0,0,ipl_837
Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Avesh Khan,4,0,34,3,8.50,9,3,1,3,0,ipl_837
Delhi Capitals Vs Sunrisers Hyderabad,Delhi Capitals,Amit Mishra,4,0,31,1,7.75,8,3,0,0,0,ipl_837
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Mohammed Siraj,4,0,32,0,8.00,9,3,1,0,0,ipl_836
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Kyle Jamieson,3,0,31,0,10.33,5,4,1,1,0,ipl_836
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Yuzvendra Chahal,3,0,24,1,8.00,8,1,2,0,0,ipl_836
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Navdeep Saini,2,0,27,0,13.50,1,3,1,0,1,ipl_836
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Harshal Patel,4,0,51,3,12.75,9,2,5,1,1,ipl_836
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Dan Christian,2,0,12,0,6.00,5,1,0,1,0,ipl_836
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Washington Sundar,2,0,13,0,6.50,7,1,1,0,0,ipl_836
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Deepak Chahar,2,0,25,0,12.50,4,5,0,2,0,ipl_836
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Sam Curran,4,0,35,1,8.75,9,2,2,1,0,ipl_836
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Shardul Thakur,4,0,11,1,2.75,17,1,0,0,0,ipl_836
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Ravindra Jadeja,4,1,13,3,3.25,15,1,0,0,0,ipl_836
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Imran Tahir,4,0,16,2,4.00,14,1,0,2,0,ipl_836
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,Dwayne Bravo,2,0,19,0,9.50,4,0,2,0,0,ipl_836
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,Jaydev Unadkat,4,0,25,1,6.25,11,2,1,0,0,ipl_835
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,Chetan Sakariya,4,0,31,1,7.75,8,3,0,4,1,ipl_835
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,Mustafizur Rahman,4,0,22,1,5.50,13,3,0,0,0,ipl_835
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,Chris Morris,4,0,23,4,5.75,18,0,3,1,0,ipl_835
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,Rahul Tewatia,3,0,24,0,8.00,4,1,1,0,0,ipl_835
Kolkata Knight Riders Vs Rajasthan Royals,Rajasthan Royals,Shivam Dube,1,0,5,0,5.00,2,0,0,0,0,ipl_835
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,Shivam Mavi,4,0,19,1,4.75,17,3,0,3,0,ipl_835
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,Pat Cummins,3.5,0,36,0,9.39,4,3,1,1,0,ipl_835
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,Varun Chakravarthy,4,0,32,2,8.00,8,5,0,0,0,ipl_835
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,Sunil Narine,4,0,20,0,5.00,11,0,1,0,1,ipl_835
Kolkata Knight Riders Vs Rajasthan Royals,Kolkata Knight Riders,Prasidh Krishna,3,0,20,1,6.66,8,2,0,2,0,ipl_835
Mumbai Indians Vs Punjab Kings,Punjab Kings,Moises Henriques,3,0,12,0,4.00,9,1,0,0,0,ipl_834
Mumbai Indians Vs Punjab Kings,Punjab Kings,Deepak Hooda,3,0,15,1,5.00,9,0,1,0,0,ipl_834
Mumbai Indians Vs Punjab Kings,Punjab Kings,Mohammed Shami,4,0,21,2,5.25,7,1,0,0,0,ipl_834
Mumbai Indians Vs Punjab Kings,Punjab Kings,Ravi Bishnoi,4,0,21,2,5.25,10,2,0,0,0,ipl_834
Mumbai Indians Vs Punjab Kings,Punjab Kings,Fabian Allen,3,0,30,0,10.00,2,3,1,0,0,ipl_834
Mumbai Indians Vs Punjab Kings,Punjab Kings,Arshdeep Singh,3,0,28,1,9.33,7,1,2,2,0,ipl_834
Mumbai Indians Vs Punjab Kings,Mumbai Indians,Trent Boult,2.4,0,30,0,11.25,7,3,2,0,1,ipl_834
Mumbai Indians Vs Punjab Kings,Mumbai Indians,Krunal Pandya,3,0,31,0,10.33,7,4,1,3,0,ipl_834
Mumbai Indians Vs Punjab Kings,Mumbai Indians,Jasprit Bumrah,3,0,21,0,7.00,9,2,1,0,0,ipl_834
Mumbai Indians Vs Punjab Kings,Mumbai Indians,Rahul Chahar,4,0,19,1,4.75,8,1,0,0,0,ipl_834
Mumbai Indians Vs Punjab Kings,Mumbai Indians,Jayant Yadav,4,0,20,0,5.00,16,2,1,0,0,ipl_834
Mumbai Indians Vs Punjab Kings,Mumbai Indians,Kieron Pollard,1,0,11,0,11.00,1,0,1,0,0,ipl_834
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Mohammed Siraj,4,0,27,3,6.75,16,4,1,1,0,ipl_833
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Kyle Jamieson,4,0,28,1,7.00,11,2,1,2,0,ipl_833
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Kane Richardson,3,0,29,1,9.66,5,5,0,1,0,ipl_833
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Yuzvendra Chahal,2,0,18,0,9.00,5,0,2,1,0,ipl_833
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Washington Sundar,3,0,23,1,7.66,4,1,1,0,0,ipl_833
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Harshal Patel,4,0,47,3,11.75,8,6,2,3,0,ipl_833
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Shreyas Gopal,3,0,35,0,11.66,6,4,2,0,0,ipl_833
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Chetan Sakariya,4,0,35,0,8.75,7,4,1,1,0,ipl_833
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Chris Morris,3,0,38,0,12.66,2,5,1,0,0,ipl_833
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Mustafizur Rahman,3.3,0,34,0,9.71,8,2,2,1,0,ipl_833
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Rahul Tewatia,2,0,23,0,11.50,2,1,2,0,0,ipl_833
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Riyan Parag,1,0,14,0,14.00,0,1,1,0,0,ipl_833
Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Varun Chakravarthy,4,0,27,1,6.75,8,2,1,0,0,ipl_832
Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Pat Cummins,4,0,58,0,14.50,5,4,4,3,0,ipl_832
Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Sunil Narine,4,0,34,1,8.50,10,4,1,0,1,ipl_832
Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Prasidh Krishna,4,0,49,0,12.25,10,4,3,1,2,ipl_832
Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Andre Russell,2,0,27,1,13.50,4,4,1,2,0,ipl_832
Chennai Super Kings Vs Kolkata Knight Riders,Kolkata Knight Riders,Kamlesh Nagarkoti,2,0,25,0,12.50,2,1,2,0,0,ipl_832
Chennai Super Kings Vs Kolkata Knight Riders,Chennai Super Kings,Deepak Chahar,4,0,29,4,7.25,14,3,2,0,0,ipl_832
Chennai Super Kings Vs Kolkata Knight Riders,Chennai Super Kings,Sam Curran,4,0,58,1,14.50,10,4,6,1,0,ipl_832
Chennai Super Kings Vs Kolkata Knight Riders,Chennai Super Kings,Lungi Ngidi,4,0,28,3,7.00,15,2,2,1,0,ipl_832
Chennai Super Kings Vs Kolkata Knight Riders,Chennai Super Kings,Ravindra Jadeja,4,0,33,0,8.25,7,3,1,0,1,ipl_832
Chennai Super Kings Vs Kolkata Knight Riders,Chennai Super Kings,Shardul Thakur,3.1,0,48,0,15.15,5,4,3,5,0,ipl_832
Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Abhishek Sharma,4,0,24,2,6.00,10,0,1,1,0,ipl_831
Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Bhuvneshwar Kumar,3,0,16,1,5.33,7,1,0,0,0,ipl_831
Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Khaleel Ahmed,4,0,21,3,5.25,9,2,0,0,0,ipl_831
Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Siddarth Kaul,3.4,0,27,1,7.36,8,2,1,0,1,ipl_831
Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Vijay Shankar,1,0,6,0,6.00,3,1,0,0,0,ipl_831
Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Rashid Khan,4,0,17,1,4.25,11,1,0,0,0,ipl_831
Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Mohammed Shami,2,0,16,0,8.00,5,3,0,0,0,ipl_831
Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Fabian Allen,4,1,22,1,5.50,13,1,1,1,0,ipl_831
Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Arshdeep Singh,3.4,0,31,0,8.45,5,1,1,2,0,ipl_831
Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Moises Henriques,1,0,7,0,7.00,4,0,1,0,0,ipl_831
Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Murugan Ashwin,4,0,22,0,5.50,7,0,0,1,0,ipl_831
Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Deepak Hooda,4,0,22,0,5.50,12,1,1,0,0,ipl_831
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,Marcus Stoinis,3,0,20,1,6.66,6,2,0,0,0,ipl_830
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,Ravichandran Ashwin,4,0,31,0,7.75,12,2,2,0,0,ipl_830
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,Kagiso Rabada,3,0,25,1,8.33,7,2,1,0,0,ipl_830
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,Amit Mishra,4,0,24,4,6.00,11,3,0,0,0,ipl_830
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,Avesh Khan,2,0,15,2,7.50,5,1,1,0,0,ipl_830
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,Lalit Yadav,4,0,17,1,4.25,7,0,0,0,0,ipl_830
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,Trent Boult,4,0,23,0,5.75,13,4,0,0,0,ipl_830
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,Jayant Yadav,4,0,25,1,6.25,10,3,0,0,0,ipl_830
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,Jasprit Bumrah,4,0,32,1,8.00,7,2,0,2,2,ipl_830
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,Krunal Pandya,2,0,17,0,8.50,2,2,0,0,0,ipl_830
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,Rahul Chahar,4,0,29,1,7.25,9,2,1,1,0,ipl_830
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,Kieron Pollard,1.1,0,9,1,7.71,3,1,0,0,1,ipl_830
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,Jaydev Unadkat,4,0,40,0,10.00,7,6,1,0,0,ipl_829
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,Chetan Sakariya,4,0,36,3,9.00,9,1,2,3,0,ipl_829
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,Mustafizur Rahman,4,0,37,1,9.25,9,1,2,2,1,ipl_829
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,Chris Morris,4,0,33,2,8.25,11,4,1,2,0,ipl_829
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,Rahul Tewatia,3,0,21,1,7.00,8,0,2,0,0,ipl_829
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,Riyan Parag,1,0,16,0,16.00,2,0,2,1,0,ipl_829
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,Deepak Chahar,3,0,32,0,10.66,7,4,1,1,0,ipl_829
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,Sam Curran,4,0,24,2,6.00,14,1,2,0,0,ipl_829
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,Shardul Thakur,3,0,20,1,6.66,9,3,0,2,0,ipl_829
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,Ravindra Jadeja,4,0,28,2,7.00,9,2,1,0,1,ipl_829
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,Dwayne Bravo,3,0,28,1,9.33,8,0,2,5,0,ipl_829
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,Moeen Ali,3,0,7,3,2.33,11,0,0,0,0,ipl_829
