Match,Team,Position,Name,Status,Runs,Balls,M,4s,6s,SR,id
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,8,Naman Dhir,out,17,6,6,1,2,283.33,ipl_1085
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,9,Anshul Kamboj,not_out,2,2,4,0,0,100.00,ipl_1085
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,10,Piyush Chawla,not_out,1,2,2,0,0,50.00,ipl_1085
Gujarat Titans Vs Chennai Super Kings,Gujarat Titans,1,Sai Sudharsan,out,103,51,84,5,7,201.96,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Gujarat Titans,2,Shubman Gill (c),out,104,55,89,9,6,189.09,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Gujarat Titans,3,David Miller,not_out,16,11,16,1,0,145.45,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Gujarat Titans,4,M Shahrukh Khan,out,2,3,12,0,0,66.66,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Chennai Super Kings,1,Ajinkya Rahane,out,1,5,6,0,0,20.00,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Chennai Super Kings,2,Rachin Ravindra,out,1,2,5,0,0,50.00,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Chennai Super Kings,3,Ruturaj Gaikwad (c),out,0,3,11,0,0,0.00,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Chennai Super Kings,4,Daryl Mitchell,out,63,34,56,7,3,185.29,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Chennai Super Kings,5,Moeen Ali,out,56,36,58,4,4,155.55,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Chennai Super Kings,6,Shivam Dube,out,21,13,25,2,1,161.53,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Chennai Super Kings,7,Ravindra Jadeja,out,18,10,18,2,1,180.00,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Chennai Super Kings,8,MS Dhoni †,not_out,26,11,20,1,3,236.36,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Chennai Super Kings,9,Mitchell Santner,out,0,2,1,0,0,0.00,ipl_1084
Gujarat Titans Vs Chennai Super Kings,Chennai Super Kings,10,Shardul Thakur,not_out,3,4,14,0,0,75.00,ipl_1084
Royal Challengers Bengaluru Vs Punjab Kings,Royal Challengers Bengaluru,1,Virat Kohli,out,92,47,82,7,6,195.74,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Royal Challengers Bengaluru,2,Faf du Plessis (c),out,9,7,11,2,0,128.57,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Royal Challengers Bengaluru,3,Will Jacks,out,12,7,11,1,1,171.42,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Royal Challengers Bengaluru,4,Rajat Patidar,out,55,23,24,3,6,239.13,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Royal Challengers Bengaluru,5,Cameron Green,out,46,27,50,5,1,170.37,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Royal Challengers Bengaluru,6,Dinesh Karthik †,out,18,7,10,1,2,257.14,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Royal Challengers Bengaluru,7,Mahipal Lomror,out,0,2,3,0,0,0.00,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Royal Challengers Bengaluru,8,Swapnil Singh,not_out,1,1,2,0,0,100.00,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Punjab Kings,1,Prabhsimran Singh,out,6,4,3,1,0,150.00,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Punjab Kings,2,Jonny Bairstow †,out,27,16,30,4,1,168.75,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Punjab Kings,3,Rilee Rossouw,out,61,27,42,9,3,225.92,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Punjab Kings,4,Shashank Singh,out,37,19,39,4,2,194.73,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Punjab Kings,5,Jitesh Sharma,out,5,4,6,1,0,125.00,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Punjab Kings,6,Liam Livingstone,out,0,2,3,0,0,0.00,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Punjab Kings,7,Sam Curran (c),out,22,16,26,2,0,137.50,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Punjab Kings,8,Ashutosh Sharma,out,8,5,9,0,1,160.00,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Punjab Kings,9,Harshal Patel,out,0,1,5,0,0,0.00,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Punjab Kings,10,Rahul Chahar,not_out,5,5,8,1,0,100.00,ipl_1083
Royal Challengers Bengaluru Vs Punjab Kings,Punjab Kings,11,Arshdeep Singh,out,4,3,4,1,0,133.33,ipl_1083
Lucknow Super Giants Vs Sunrisers Hyderabad,Lucknow Super Giants,1,KL Rahul (c)†,out,29,33,48,1,1,87.87,ipl_1082
Lucknow Super Giants Vs Sunrisers Hyderabad,Lucknow Super Giants,2,Quinton de Kock,out,2,5,11,0,0,40.00,ipl_1082
Lucknow Super Giants Vs Sunrisers Hyderabad,Lucknow Super Giants,3,Marcus Stoinis,out,3,5,12,0,0,60.00,ipl_1082
Lucknow Super Giants Vs Sunrisers Hyderabad,Lucknow Super Giants,4,Krunal Pandya,out,24,21,29,0,2,114.28,ipl_1082
Lucknow Super Giants Vs Sunrisers Hyderabad,Lucknow Super Giants,5,Nicholas Pooran,not_out,48,26,48,6,1,184.61,ipl_1082
Lucknow Super Giants Vs Sunrisers Hyderabad,Lucknow Super Giants,6,Ayush Badoni,not_out,55,30,41,9,0,183.33,ipl_1082
Lucknow Super Giants Vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Abhishek Sharma,not_out,75,28,42,8,6,267.85,ipl_1082
Lucknow Super Giants Vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Travis Head,not_out,89,30,42,8,8,296.66,ipl_1082
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,1,Jake Fraser-McGurk,out,50,20,24,7,3,250.00,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,2,Abishek Porel,out,65,36,59,7,3,180.55,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,3,Shai Hope,out,1,1,3,0,0,100.00,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,4,Axar Patel,out,15,10,15,1,1,150.00,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,5,Rishabh Pant (c)†,out,15,13,19,0,1,115.38,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,6,Tristan Stubbs,out,41,20,33,3,3,205.00,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,7,Gulbadin Naib,out,19,15,20,1,1,126.66,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,8,Rasikh Salam,out,9,3,11,2,0,300.00,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,9,Kuldeep Yadav,not_out,5,2,4,1,0,250.00,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,out,4,2,-,1,0,200.00,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,2,Jos Buttler,out,19,17,1,2,1,111.76,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,3,Sanju Samson (c)†,out,86,46,31,8,6,186.95,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,4,Riyan Parag,out,27,22,81,1,3,122.72,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,5,Shubham Dubey,out,25,12,19,2,2,208.33,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,6,Rovman Powell,out,13,10,36,1,1,130.00,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,7,Donovan Ferreira,out,1,3,23,0,0,33.33,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,8,Ravichandran Ashwin,out,2,3,3,0,0,66.66,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,9,Trent Boult,not_out,2,3,13,0,0,66.66,ipl_1081
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,10,Avesh Khan,not_out,7,3,3,1,0,233.33,ipl_1081
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,1,Travis Head,out,48,30,54,7,1,160.00,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,2,Abhishek Sharma,out,11,16,31,0,1,68.75,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,3,Mayank Agarwal,out,5,6,8,1,0,83.33,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,4,Nitish Kumar Reddy,out,20,15,17,2,0,133.33,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,5,Heinrich Klaasen †,out,2,4,9,0,0,50.00,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,6,Marco Jansen,out,17,12,23,1,1,141.66,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,7,Shahbaz Ahmed,out,10,12,13,0,0,83.33,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,8,Abdul Samad,out,3,4,11,0,0,75.00,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,9,Pat Cummins (c),not_out,35,17,24,2,2,205.88,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,10,Sanvir Singh,not_out,8,7,16,0,0,114.28,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,1,Ishan Kishan †,out,9,7,8,2,0,128.57,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,2,Rohit Sharma,out,4,5,17,1,0,80.00,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,3,Naman Dhir,out,0,9,12,0,0,0.00,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,4,Suryakumar Yadav,not_out,102,51,68,12,6,200.00,ipl_1080
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,5,Tilak Varma,not_out,37,32,64,6,0,115.62,ipl_1080
Kolkata Knight Riders Vs Lucknow Super Giants,Kolkata Knight Riders,1,Phil Salt †,out,32,14,23,5,1,228.57,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Kolkata Knight Riders,2,Sunil Narine,out,81,39,60,6,7,207.69,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Kolkata Knight Riders,3,Angkrish Raghuvanshi,out,32,26,56,3,1,123.07,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Kolkata Knight Riders,4,Andre Russell,out,12,8,15,1,1,150.00,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Kolkata Knight Riders,5,Rinku Singh,out,16,11,20,2,0,145.45,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Kolkata Knight Riders,6,Shreyas Iyer (c),out,23,15,26,3,0,153.33,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Kolkata Knight Riders,7,Ramandeep Singh,not_out,25,6,12,1,3,416.66,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Kolkata Knight Riders,8,Venkatesh Iyer,not_out,1,1,2,0,0,100.00,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Lucknow Super Giants,1,KL Rahul (c)†,out,25,21,40,3,0,119.04,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Lucknow Super Giants,2,Arshin Kulkarni,out,9,7,10,2,0,128.57,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Lucknow Super Giants,3,Marcus Stoinis,out,36,21,39,4,2,171.42,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Lucknow Super Giants,4,Deepak Hooda,out,5,3,5,1,0,166.66,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Lucknow Super Giants,5,Nicholas Pooran,out,10,8,14,0,1,125.00,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Lucknow Super Giants,6,Ayush Badoni,out,15,12,17,0,1,125.00,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Lucknow Super Giants,7,Ashton Turner,out,16,9,14,0,2,177.77,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Lucknow Super Giants,8,Krunal Pandya,out,5,6,11,0,0,83.33,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Lucknow Super Giants,9,Yudhvir Singh,out,7,7,7,0,1,100.00,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Lucknow Super Giants,10,Ravi Bishnoi,out,2,3,2,0,0,66.66,ipl_1079
Kolkata Knight Riders Vs Lucknow Super Giants,Lucknow Super Giants,11,Naveen-ul-Haq,not_out,0,0,-,0,0,-,ipl_1079
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,1,Ajinkya Rahane,out,9,7,10,1,0,128.57,ipl_1078
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,2,Ruturaj Gaikwad (c),out,32,21,35,4,1,152.38,ipl_1078
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,3,Daryl Mitchell,out,30,19,34,2,1,157.89,ipl_1078
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,4,Shivam Dube,out,0,1,1,0,0,0.00,ipl_1078
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,5,Moeen Ali,out,17,20,25,2,0,85.00,ipl_1078
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,6,Ravindra Jadeja,out,43,26,51,3,2,165.38,ipl_1078
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,7,Mitchell Santner,out,11,11,13,1,0,100.00,ipl_1078
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,8,Shardul Thakur,out,17,11,11,2,1,154.54,ipl_1078
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,9,MS Dhoni †,out,0,1,1,0,0,0.00,ipl_1078
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,10,Tushar Deshpande,not_out,0,1,6,0,0,0.00,ipl_1078
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,11,Richard Gleeson,not_out,2,2,1,0,0,100.00,ipl_1078
Chennai Super Kings Vs Punjab Kings,Punjab Kings,1,Prabhsimran Singh,out,30,23,37,2,2,130.43,ipl_1078
Chennai Super Kings Vs Punjab Kings,Punjab Kings,2,Jonny Bairstow,out,7,6,6,1,0,116.66,ipl_1078
Chennai Super Kings Vs Punjab Kings,Punjab Kings,3,Rilee Rossouw,out,0,3,1,0,0,0.00,ipl_1078
Chennai Super Kings Vs Punjab Kings,Punjab Kings,4,Shashank Singh,out,27,20,23,4,0,135.00,ipl_1078
Chennai Super Kings Vs Punjab Kings,Punjab Kings,5,Sam Curran (c),out,7,11,17,0,0,63.63,ipl_1078
Chennai Super Kings Vs Punjab Kings,Punjab Kings,6,Jitesh Sharma †,out,0,1,2,0,0,0.00,ipl_1078
Chennai Super Kings Vs Punjab Kings,Punjab Kings,7,Ashutosh Sharma,out,3,10,12,0,0,30.00,ipl_1078
Chennai Super Kings Vs Punjab Kings,Punjab Kings,8,Harpreet Brar,not_out,17,13,37,2,0,130.76,ipl_1078
Chennai Super Kings Vs Punjab Kings,Punjab Kings,9,Harshal Patel,out,12,13,9,1,1,92.30,ipl_1078
Chennai Super Kings Vs Punjab Kings,Punjab Kings,10,Rahul Chahar,out,16,10,13,2,1,160.00,ipl_1078
Chennai Super Kings Vs Punjab Kings,Punjab Kings,11,Kagiso Rabada,not_out,11,10,12,0,1,110.00,ipl_1078
Gujarat Titans Vs Royal Challengers Bengaluru,Gujarat Titans,1,Wriddhiman Saha †,out,1,7,5,0,0,14.28,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Gujarat Titans,2,Shubman Gill (c),out,2,7,20,0,0,28.57,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Gujarat Titans,3,Sai Sudharsan,out,6,14,21,0,0,42.85,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Gujarat Titans,4,M Shahrukh Khan,out,37,24,46,5,1,154.16,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Gujarat Titans,5,David Miller,out,30,20,32,3,2,150.00,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Gujarat Titans,6,Rahul Tewatia,out,35,21,31,5,1,166.66,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Gujarat Titans,7,Rashid Khan,out,18,14,21,2,1,128.57,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Gujarat Titans,8,Vijay Shankar,out,10,7,12,2,0,142.85,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Gujarat Titans,9,Manav Suthar,out,1,2,5,0,0,50.00,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Gujarat Titans,10,Mohit Sharma,out,0,1,1,0,0,0.00,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Gujarat Titans,11,Noor Ahmad,not_out,0,0,1,0,0,-,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,1,Virat Kohli,out,42,27,52,2,4,155.55,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,2,Faf du Plessis (c),out,64,23,28,10,3,278.26,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,3,Will Jacks,out,1,3,4,0,0,33.33,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,4,Rajat Patidar,out,2,3,3,0,0,66.66,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,5,Glenn Maxwell,out,4,3,2,1,0,133.33,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,6,Cameron Green,out,1,2,6,0,0,50.00,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,7,Dinesh Karthik †,not_out,21,12,20,3,0,175.00,ipl_1077
Gujarat Titans Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,8,Swapnil Singh,not_out,15,9,15,2,1,166.66,ipl_1077
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,1,Phil Salt †,out,5,3,4,1,0,166.66,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,2,Sunil Narine,out,8,8,23,0,1,100.00,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,3,Angkrish Raghuvanshi,out,13,6,8,0,2,216.66,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,4,Shreyas Iyer (c),out,6,4,3,1,0,150.00,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,5,Venkatesh Iyer,out,70,52,80,6,3,134.61,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,6,Rinku Singh,out,9,8,7,2,0,112.50,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,7,Manish Pandey,out,42,31,44,2,2,135.48,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,8,Andre Russell,out,7,2,3,0,1,350.00,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,9,Ramandeep Singh,out,2,4,2,0,0,50.00,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,10,Mitchell Starc,out,0,2,1,0,0,0.00,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,11,Vaibhav Arora,not_out,0,0,9,0,0,-,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,1,Ishan Kishan †,out,13,7,8,1,1,185.71,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,2,Rohit Sharma,out,11,12,29,0,1,91.66,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,3,Naman Dhir,out,11,11,12,2,0,100.00,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,4,Suryakumar Yadav,out,56,35,57,6,2,160.00,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,5,Tilak Varma,out,4,6,12,0,0,66.66,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,6,Nehal Wadhera,out,6,11,11,1,0,54.54,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,7,Hardik Pandya (c),out,1,3,2,0,0,33.33,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,8,Tim David,out,24,20,38,1,1,120.00,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,9,Gerald Coetzee,out,8,7,17,0,1,114.28,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,10,Piyush Chawla,out,0,1,1,0,0,0.00,ipl_1076
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,11,Jasprit Bumrah,not_out,1,1,1,0,0,100.00,ipl_1076
Sunrisers Hyderabad Vs Rajasthan Royals,Sunrisers Hyderabad,1,Travis Head,out,58,44,70,6,3,131.81,ipl_1075
Sunrisers Hyderabad Vs Rajasthan Royals,Sunrisers Hyderabad,2,Abhishek Sharma,out,12,10,18,0,1,120.00,ipl_1075
Sunrisers Hyderabad Vs Rajasthan Royals,Sunrisers Hyderabad,3,Anmolpreet Singh,out,5,5,5,1,0,100.00,ipl_1075
Sunrisers Hyderabad Vs Rajasthan Royals,Sunrisers Hyderabad,4,Nitish Kumar Reddy,not_out,76,42,70,3,8,180.95,ipl_1075
Sunrisers Hyderabad Vs Rajasthan Royals,Sunrisers Hyderabad,5,Heinrich Klaasen †,not_out,42,19,25,3,3,221.05,ipl_1075
Sunrisers Hyderabad Vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,out,67,40,-,7,2,167.50,ipl_1075
Sunrisers Hyderabad Vs Rajasthan Royals,Rajasthan Royals,2,Jos Buttler,out,0,1,-,0,0,0.00,ipl_1075
Sunrisers Hyderabad Vs Rajasthan Royals,Rajasthan Royals,3,Sanju Samson (c)†,out,0,3,-,0,0,0.00,ipl_1075
Sunrisers Hyderabad Vs Rajasthan Royals,Rajasthan Royals,4,Riyan Parag,out,77,49,-,8,4,157.14,ipl_1075
Sunrisers Hyderabad Vs Rajasthan Royals,Rajasthan Royals,5,Shimron Hetmyer,out,13,9,-,1,1,144.44,ipl_1075
Sunrisers Hyderabad Vs Rajasthan Royals,Rajasthan Royals,6,Rovman Powell,out,27,15,-,3,1,180.00,ipl_1075
Sunrisers Hyderabad Vs Rajasthan Royals,Rajasthan Royals,7,Dhruv Jurel,out,1,3,-,0,0,33.33,ipl_1075
Sunrisers Hyderabad Vs Rajasthan Royals,Rajasthan Royals,8,Ravichandran Ashwin,not_out,2,2,-,0,0,100.00,ipl_1075
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,1,Ajinkya Rahane,out,29,24,35,5,0,120.83,ipl_1074
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,2,Ruturaj Gaikwad (c),out,62,48,94,5,2,129.16,ipl_1074
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,3,Shivam Dube,out,0,1,2,0,0,0.00,ipl_1074
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,4,Ravindra Jadeja,out,2,4,6,0,0,50.00,ipl_1074
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,5,Sameer Rizvi,out,21,23,23,1,0,91.30,ipl_1074
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,6,Moeen Ali,out,15,9,24,1,1,166.66,ipl_1074
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,7,MS Dhoni †,out,14,11,15,1,1,127.27,ipl_1074
Chennai Super Kings Vs Punjab Kings,Chennai Super Kings,8,Daryl Mitchell,not_out,1,1,10,0,0,100.00,ipl_1074
Chennai Super Kings Vs Punjab Kings,Punjab Kings,1,Prabhsimran Singh,out,13,10,18,1,1,130.00,ipl_1074
Chennai Super Kings Vs Punjab Kings,Punjab Kings,2,Jonny Bairstow,out,46,30,45,7,1,153.33,ipl_1074
Chennai Super Kings Vs Punjab Kings,Punjab Kings,3,Rilee Rossouw,out,43,23,41,5,2,186.95,ipl_1074
Chennai Super Kings Vs Punjab Kings,Punjab Kings,4,Shashank Singh,not_out,25,26,54,1,1,96.15,ipl_1074
Chennai Super Kings Vs Punjab Kings,Punjab Kings,5,Sam Curran (c),not_out,26,20,38,3,0,130.00,ipl_1074
Mumbai Indians Vs Lucknow Super Giants,Mumbai Indians,1,Ishan Kishan †,out,32,36,72,3,0,88.88,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Mumbai Indians,2,Rohit Sharma,out,4,5,8,1,0,80.00,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Mumbai Indians,3,Suryakumar Yadav,out,10,6,7,0,1,166.66,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Mumbai Indians,4,Tilak Varma,out,7,11,12,1,0,63.63,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Mumbai Indians,5,Hardik Pandya (c),out,0,1,1,0,0,0.00,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Mumbai Indians,6,Nehal Wadhera,out,46,41,56,4,2,112.19,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Mumbai Indians,7,Tim David,not_out,35,18,33,3,1,194.44,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Mumbai Indians,8,Mohammad Nabi,out,1,2,5,0,0,50.00,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Mumbai Indians,9,Gerald Coetzee,not_out,1,2,9,0,0,50.00,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Lucknow Super Giants,1,KL Rahul (c)†,out,28,22,39,3,1,127.27,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Lucknow Super Giants,2,Arshin Kulkarni,out,0,1,4,0,0,0.00,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Lucknow Super Giants,3,Marcus Stoinis,out,62,45,67,7,2,137.77,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Lucknow Super Giants,4,Deepak Hooda,out,18,18,23,2,0,100.00,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Lucknow Super Giants,5,Nicholas Pooran,not_out,14,14,34,1,0,100.00,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Lucknow Super Giants,6,Ashton Turner,out,5,9,11,0,0,55.55,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Lucknow Super Giants,7,Ayush Badoni,out,6,6,6,1,0,100.00,ipl_1073
Mumbai Indians Vs Lucknow Super Giants,Lucknow Super Giants,8,Krunal Pandya,not_out,1,1,7,0,0,100.00,ipl_1073
Delhi Capitals Vs Kolkata Knight Riders,Delhi Capitals,1,Prithvi Shaw,out,13,7,10,3,0,185.71,ipl_1072
